Year,Name,Position,College,Conference,Conference Rank,Round,Pick,AV,Games,Seasons,Height,Weight,40 Yard,Bench,Broad Jump,Shuttle,3 Cone,Vertical,Pass Att,Pass Completions,Pass Yds,Pass TD,Pass Int,Passer Rating,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo Tackles,Ast Tackles,Total Tackles,Tackles for Loss,Sacks,Int,Int Return Yards,Int TD,Pass Deflection,Fumble Recovery,Fumble Return Yards,Fumble TD,Forced Fumbles,PRs,PR Yds,PR TD,KRs,KR Yds,KR TD,XPA,XP%,FGA,FG%,Punts,Punt Avg
2017,Nate Hairston,CB,Temple,American,6,5,158,1.285714286,32,4,72,196,4.52,14,118,4.71,7.47,35.5,0,0,0,0,0,0,0,0,0,0,0,0,31,9,40,3,0,2,29,0,4,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0
2011,Rob Housler,TE,Small,Sun Belt,7,3,69,1.285714286,49,4,77,248,4.46,22,117,4.21,6.9,37,0,0,0,0,0,0,5,108,1,78,1228,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
2015,Tyler Kroft,TE,Rutgers,Big Ten,2,3,85,1.285714286,34,3,77,246,4.75,17,125,4.25,7.07,34.5,0,0,0,0,0,0,0,0,0,70,901,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Darrell Stuckey,SS,Small,Big 12,3,4,110,1.285714286,45,4,71,205,4.46,17,120,4.32,7.25,39.5,0,0,0,0,0,0,0,0,0,0,0,0,178,117,295,11,1,8,71,0,3,0,0,0,0,0,0,0,17,411,0,0,0,0,0,0,0
2015,Maxx Williams,TE,Minnesota,Big Ten,2,2,55,1.285714286,23,2,76,249,4.78,17,117,4.37,7.3,34.5,0,0,0,0,0,0,1,7,0,61,986,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0
2016,Anthony Zettel,DT,Penn State,Big Ten,2,6,202,1.285714286,35,3,76,277,4.81,28,109,4.39,7.63,30.5,0,0,0,0,0,0,0,0,0,0,0,0,70,49,119,38,20,4,70,1,14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,Marcus Allen,S,Small,Big Ten,2,0,0,1.25,49,4,74,202,4.68,15,127,4.32,7.09,37,0,0,0,0,0,0,0,0,0,0,0,0,181,139,320,17,3,1,50,0,10,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2015,Cameron Artis-Payne,RB,Auburn,SEC,1,5,174,1.25,26,2,70,212,4.53,18,118,4.35,7.13,36.5,0,0,0,0,0,0,394,2218,19,14,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Vince Biegel,OLB,Wisconsin,Big Ten,2,4,108,1.25,36,4,75,246,4.67,21,118,4.3,6.92,33.5,0,0,0,0,0,0,0,0,0,0,0,0,88,43,131,28.5,15,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,Omar Bolden,CB,Arizona State,Pac-10,9,4,101,1.25,41,4,70,202,4.51,24,122,4.34,7.34,34,0,0,0,0,0,0,0,0,0,0,0,0,100,38,138,4,0,7,114,2,7,0,0,0,1,1,0,0,17,523,2,0,0,0,0,0,0
2018,Sean Chandler,S,Temple,American,6,0,0,1.25,48,4,72,190,4.65,16,119,4.62,7.25,34.5,0,0,0,0,0,0,0,0,0,0,0,0,183,82,265,13.5,3,10,212,2,23,2,0,0,4,0,0,0,24,269,0,0,0,0,0,0,0
2018,Will Clapp,C,LSU,SEC,1,7,245,1.25,39,3,76,311,5.39,25,97,4.92,8.04,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Rhett Ellison,TE,Southern California,Pac-12,5,4,128,1.25,47,4,77,251,4.78,31,109,4.47,7.18,31.5,0,0,0,0,0,0,1,-5,0,53,471,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Jamell Fleming,CB,Oklahoma,Big 12,3,3,80,1.25,51,4,71,206,4.43,23,125,3.97,6.71,34,0,0,0,0,0,0,0,0,0,0,0,0,118,50,168,12.5,1,7,82,1,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Mike Hull,OLB,Penn State,Big Ten,2,0,0,1.25,23,2,72,237,4.68,31,117,4.15,6.99,36.5,0,0,0,0,0,0,0,0,0,0,0,0,119,97,216,15,2.5,1,12,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,Aaron Maybin,DE,Penn State,Big Ten,2,1,11,1.25,26,2,76,249,4.64,22,124,4.38,7.52,38,0,0,0,0,0,0,0,0,0,0,0,0,38,23,61,24.5,16,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2011,Jerrell Powe,DT,Mississippi,SEC,1,6,199,1.25,37,3,74,335,5.25,27,93,5.06,8.17,25,0,0,0,0,0,0,0,0,0,0,0,0,49,20,69,24,7,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Javon Ringer,RB,Michigan State,Big Ten,2,5,173,1.25,45,4,69,205,4.5,23,115,4.11,6.87,34,0,0,0,0,0,0,843,4398,34,96,719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,309,0,0,0,0,0,0,0
2018,Tim Settle,DT,Virginia Tech,ACC,4,5,163,1.25,23,2,75,329,5.37,26,96,4.83,7.95,23.5,0,0,0,0,0,0,0,0,0,0,0,0,28,25,53,19.5,4,0,0,0,1,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0
2018,Durham Smythe,TE,Notre Dame,Ind,13,4,123,1.25,22,4,77,253,4.81,18,110,4.23,7.17,31,0,0,0,0,0,0,0,0,0,28,381,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,Taylor Stallworth,DT,South Carolina,SEC,1,0,0,1.25,36,4,74,312,5.28,18,101,4.75,7.95,23.5,0,0,0,0,0,0,0,0,0,0,0,0,37,50,87,6.5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,M.J. Stewart,CB,North Carolina,ACC,4,2,53,1.25,49,4,71,200,4.54,18,118,4.28,6.9,35,0,0,0,0,0,0,0,0,0,0,0,0,129,70,199,11.5,3,6,21,0,41,3,0,0,3,2,36,0,15,170,0,0,0,0,0,0,0
2014,Ed Stinson,DE,Alabama,SEC,1,5,160,1.25,35,3,75,287,4.98,36,112,4.38,7.53,32,0,0,0,0,0,0,0,0,0,0,0,0,57,47,104,15.5,5.5,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Sammie Stroughter,WR,Oregon State,Pac-10,9,7,233,1.25,51,5,69,189,4.45,13,110,4.28,7.03,30,0,0,0,0,0,0,11,64,0,164,2653,14,0,0,0,0,0,0,0,0,0,0,0,0,0,18,377,0,127,1235,3,0,0,0,0,0,0
2018,Auden Tate,WR,Small,ACC,4,7,253,1.25,22,2,77,228,4.68,16,112,4.6,7.4,31,0,0,0,0,0,0,0,0,0,65,957,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Trevin Wade,CB,Arizona,Pac-12,5,7,245,1.25,50,4,70,192,4.52,18,116,4,6.87,34.5,0,0,0,0,0,0,0,0,0,0,0,0,138,44,182,3.5,0,12,203,2,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0
2013,Tourek Williams,DE,Small,Sun Belt,7,6,179,1.25,38,3,75,260,4.92,25,112,4.37,7.48,33,0,0,0,0,0,0,0,0,0,0,0,0,84,66,150,45,18,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,Jarius Wynn,DE,Georgia,SEC,1,6,182,1.25,26,2,75,275,4.94,19,107,4.58,7.4,31.5,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Casey Toohill,LB,Stanford,Pac-12,5,7,233,1.25,41,4,76,250,4.62,17,126,4.21,7.08,39,0,0,0,0,0,0,0,0,0,0,0,0,71,53,124,21.5,14,1,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Ron Brooks,CB,LSU,SEC,1,4,124,1.2,53,4,70,190,4.37,12,120,4.22,6.78,38,0,0,0,0,0,0,0,0,0,0,0,0,50,40,90,12.5,5.5,3,106,3,9,3,0,0,3,0,0,0,26,518,0,0,0,0,0,0,0
2009,Everette Brown,DE,Florida State,ACC,4,2,43,1.2,39,3,73,256,4.65,26,114,4.53,7.55,31.5,0,0,0,0,0,0,0,0,0,0,0,0,71,28,99,46.5,23,0,0,0,5,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2009,Victor Butler,OLB,Oregon State,Pac-10,9,4,110,1.2,48,4,74,248,4.72,24,113,4.4,7.21,33,0,0,0,0,0,0,0,0,0,0,0,0,58,52,110,40,26,1,30,0,0,1,4,0,4,0,0,0,1,9,0,0,0,0,0,0,0
2014,Will Clarke,DE,West Virginia,Big 12,3,3,88,1.2,25,2,78,271,4.77,22,112,4.57,7.26,32,0,0,0,0,0,0,0,0,0,0,0,0,68,42,110,28.5,9.5,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Antone Exum,CB,Virginia Tech,ACC,4,6,182,1.2,44,4,72,213,4.59,17,117,4.13,7.05,35,0,0,0,0,0,0,0,0,0,0,0,0,110,76,186,8,1.5,6,80,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dominique Franks,CB,Oklahoma,Big 12,3,5,135,1.2,40,3,71,194,4.46,10,117,4.33,7.32,33.5,0,0,0,0,0,0,0,0,0,0,0,0,63,32,95,2.5,0,6,149,2,0,0,39,1,0,8,172,0,29,346,0,0,0,0,0,0,0
2016,Cyrus Jones,CB,Alabama,SEC,1,2,60,1.2,15,1,70,197,4.49,10,116,4.21,6.71,33,0,0,0,0,0,0,0,0,0,0,0,0,29,8,37,4,0,2,21,0,7,1,0,0,2,1,24,0,42,530,4,0,0,0,0,0,0
2014,Cyrus Kouandjio,OT,Alabama,American,6,2,44,1.2,37,3,79,322,5.59,21,96,4.84,7.71,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Michael Mauti,OLB,Penn State,Big Ten,2,7,213,1.2,26,3,74,243,4.83,28,120,4.2,6.73,37,0,0,0,0,0,0,0,0,0,0,0,0,91,92,183,12.5,4.5,4,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,D.J. Moore,CB,Vanderbilt,SEC,1,4,119,1.2,37,3,69,192,4.56,17,118,4.28,7.01,39.5,0,0,0,0,0,0,0,0,0,0,0,0,124,54,178,6.5,2,13,109,1,0,0,0,0,0,20,251,0,55,1256,0,0,0,0,0,0,0
2016,Robert Nkemdiche,DT,Mississippi,SEC,1,1,29,1.2,29,3,75,294,4.87,28,116,4.21,7.15,35,0,0,0,0,0,0,0,0,0,0,0,0,41,40,81,16,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Jordan Norwood,WR,Penn State,Big Ten,2,0,0,1.2,47,4,71,179,4.58,14,119,4.2,6.8,38,0,0,0,0,0,0,8,38,0,158,2015,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0
2010,Anthony Dixon,RB,Mississippi State,SEC,1,6,173,1.166666667,48,4,73,233,4.67,15,121,4.49,7.09,33,0,0,0,0,0,0,910,3994,42,56,449,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Garrett Graham,TE,Wisconsin,Big Ten,2,4,118,1.166666667,37,3,75,243,4.71,20,112,4.35,7.09,34.5,0,0,0,0,0,0,0,0,0,121,1492,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Mack Hollins,WR,North Carolina,ACC,4,4,118,1.166666667,41,4,76,221,4.53,13,117,4.71,7.38,30.5,0,0,0,0,0,0,0,0,0,81,1667,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bruce Miller,OLB,Small,CUSA,11,7,211,1.166666667,53,4,73,254,4.81,35,113,4.34,7.05,31,0,0,0,0,0,0,0,0,0,0,0,0,124,90,214,57.5,35.5,3,46,2,4,0,0,0,2,0,0,0,1,14,0,0,0,0,0,0,0
2015,Josh Shaw,CB,Southern California,Pac-12,5,4,120,1.166666667,23,2,72,201,4.44,26,130,4.12,7.01,37.5,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Dion Sims,TE,Michigan State,Big Ten,2,4,106,1.166666667,39,3,77,262,4.75,22,112,4.52,7.36,35,0,0,0,0,0,0,1,-2,0,59,707,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Kyle Williams,WR,Arizona State,Pac-12,5,6,206,1.166666667,18,2,70,188,4.4,11,118,4.19,7,33,0,0,0,0,0,0,10,86,0,72,819,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0
2011,Chykie Brown,CB,Texas,Big 12,3,5,164,1.142857143,44,4,71,190,4.49,8,120,4,6.5,36.5,0,0,0,0,0,0,0,0,0,0,0,0,70,28,98,8.5,4,2,15,0,6,0,0,0,1,0,0,0,1,29,0,0,0,0,0,0,0
2017,Arthur Maulet,CB,Small,American,6,0,0,1.142857143,25,2,70,189,4.62,18,120,4.16,6.66,34.5,0,0,0,0,0,0,0,0,0,0,0,0,90,19,109,7.5,4.5,4,89,1,19,1,0,0,1,0,0,0,1,24,0,0,0,0,0,0,0
2014,Terrence Brooks,FS,Florida State,ACC,4,3,79,1.125,49,4,71,198,4.42,10,119,4.25,7.35,38,0,0,0,0,0,0,0,0,0,0,0,0,88,38,126,9.5,1,5,28,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sheldon Day,DT,Notre Dame,Ind,13,4,103,1.125,34,3,73,293,5.07,21,102,4.5,7.44,30,0,0,0,0,0,0,0,0,0,0,0,0,91,50,141,32,7.5,0,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,Steven Johnson,OLB,Small,Big 12,3,0,0,1.125,35,4,72,239,4.71,16,113,4.38,7.32,36,0,0,0,0,0,0,0,0,0,0,0,0,132,93,225,11.5,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Chris Smith,OLB,Arkansas,SEC,1,5,159,1.125,31,3,73,266,4.66,28,121,4.46,7.55,37,0,0,0,0,0,0,0,0,0,0,0,0,61,61,122,30.5,21.5,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,Chris Ogbonnaya,RB,Texas,Big 12,3,7,211,1.111111111,47,4,72,220,4.57,19,111,4.29,6.85,35,0,0,0,0,0,0,140,597,8,75,792,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,0,0,0,0,0,0,0
2010,Sherrick McManis,CB,Small,Big Ten,2,5,144,1.090909091,46,4,71,195,4.48,12,116,4.5,7.05,30.5,0,0,0,0,0,0,0,0,0,0,0,0,147,54,201,8,1,9,0,0,0,0,0,0,0,0,0,0,62,1363,0,0,0,0,0,0,0
2010,Dekoda Watson,OLB,Florida State,ACC,4,7,217,1.083333333,44,4,73,240,4.55,24,134,4.11,7.06,40,0,0,0,0,0,0,0,0,0,0,0,0,113,71,184,32.5,11.5,2,44,1,1,0,51,1,0,0,0,0,2,19,0,0,0,0,0,0,0
2018,Godwin Igwebuike,S,Small,Big Ten,2,0,0,1,50,4,72,205,4.44,19,128,4.12,6.56,35.5,0,0,0,0,0,0,0,0,0,0,0,0,214,110,324,12.5,0,7,32,0,23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,Josh Adams,RB,Notre Dame,Ind,13,0,0,1,37,3,74,213,4.53,18,123,4.59,7.17,33,0,0,0,0,0,0,480,3201,20,41,336,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Jonathon Amaya,FS,Nebraska,WAC,13,0,0,1,45,4,73,203,4.43,8,118,4.36,7.12,28,0,0,0,0,0,0,0,0,0,0,0,0,140,95,235,9.5,1,7,128,1,0,0,0,0,0,0,0,0,7,57,0,0,0,0,0,0,0
2015,Neiron Ball,OLB,Florida,SEC,1,5,161,1,43,4,74,236,4.65,22,115,4.8,7.32,34,0,0,0,0,0,0,0,0,0,0,0,0,37,57,94,5.5,3,1,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Tavaris Barnes,DE,Clemson,ACC,4,0,0,1,25,3,76,282,4.8,22,110,4.28,7.26,31,0,0,0,0,0,0,0,0,0,0,0,0,26,20,46,9,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Lamin Barrow,ILB,LSU,SEC,1,5,156,1,38,3,73,237,4.64,22,123,4.35,7.24,35,0,0,0,0,0,0,0,0,0,0,0,0,87,143,230,14.5,1.5,0,0,0,7,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Kahlil Bell,RB,UCLA,Pac-10,9,0,0,1,37,4,71,212,4.74,15,114,4.2,6.87,34.5,0,0,0,0,0,0,395,1741,17,29,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,212,0,0,0,0,0,0,0
2011,Ahmad Black,SS,Florida,SEC,1,5,151,1,48,4,69,184,4.7,18,119,4.2,6.85,35.5,0,0,0,0,0,0,0,0,0,0,0,0,142,102,244,13,2,13,362,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Jay Bromley,DT,Syracuse,ACC,4,3,74,1,37,3,75,306,5.06,26,106,4.78,7.92,33.5,0,0,0,0,0,0,0,0,0,0,0,0,70,50,120,24.5,13,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,Kentrell Brothers,OLB,Missouri,SEC,1,5,160,1,40,3,72,245,4.89,19,110,4.11,6.99,28.5,0,0,0,0,0,0,0,0,0,0,0,0,184,173,357,23.5,4.5,5,39,0,11,0,0,0,4,0,0,0,2,14,0,0,0,0,0,0,0
2010,Cornelius Brown,CB,Small,CUSA,11,0,0,1,48,4,71,198,4.59,11,118,4.24,6.87,31.5,0,0,0,0,0,0,0,0,0,0,0,0,89,41,130,5,0,7,123,0,0,0,9,1,0,2,49,0,2,0,0,0,0,0,0,0,0
2012,James Brown,OG,Small,Sun Belt,7,0,0,1,46,4,75,306,5.19,24,102,4.78,7.7,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Ryan Broyles,WR,Oklahoma,Big 12,3,2,54,1,48,4,70,192,4.57,21,128,4.84,7.21,31.5,0,0,0,0,0,0,15,97,1,349,4586,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,113,0,108,1194,2,0,0,0,0,0,0
2013,Michael Buchanan,DE,Illinois,Big Ten,2,7,226,1,46,4,77,255,4.78,22,113,4.44,6.91,33,0,0,0,0,0,0,0,0,0,0,0,0,68,93,161,26,14,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,Riley Bullough,ILB,Michigan State,Big Ten,2,0,0,1,34,4,74,226,4.75,20,116,4.2,7.14,31.5,0,0,0,0,0,0,0,0,0,0,0,0,61,93,154,12.5,5,4,60,1,1,2,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0
2016,Aaron Burbridge,WR,Michigan State,Big Ten,2,6,213,1,46,4,72,206,4.56,20,115,4.31,7.22,30.5,0,0,0,0,0,0,22,149,0,165,2174,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Joe Burnett,CB,Small,CUSA,11,5,168,1,50,4,69,192,4.58,22,118,4.25,6.68,35.5,0,0,0,0,0,0,0,0,0,0,0,0,178,43,221,12,0,16,262,0,0,0,0,0,0,28,791,2,96,1304,3,0,0,0,0,0,0
2009,Deon Butler,WR,Penn State,Big Ten,2,3,91,1,50,4,70,182,4.31,12,118,4.48,7.01,34.5,0,0,0,0,0,0,4,-3,0,179,2771,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Jason Cabinda,ILB,Small,Big Ten,2,0,0,1,40,4,73,239,4.58,19,131,4.43,7.15,42.5,0,0,0,0,0,0,0,0,0,0,0,0,116,169,285,17.5,7,1,0,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,Shilique Calhoun,DE,Michigan State,Big Ten,2,3,75,1,39,3,76,251,4.82,23,115,4.25,6.97,35,0,0,0,0,0,0,0,0,0,0,0,0,74,57,131,44,27,1,56,1,5,5,20,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,Michael Campanaro,WR,Wake Forest,ACC,4,7,218,1,42,4,69,192,4.46,20,122,4.01,6.77,39,0,0,0,0,0,0,51,238,2,229,2506,14,0,0,0,0,0,0,0,0,0,0,0,0,0,26,156,1,35,828,0,0,0,0,0,0,0
2012,Tank Carder,ILB,TCU,MWC,8,5,147,1,50,4,74,236,4.58,19,121,4.18,6.89,34.5,0,0,0,0,0,0,0,0,0,0,0,0,137,91,228,25,5.5,4,110,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Joe Cardona,LS,Small,Unknown,13,5,166,1,35,4,74,242,4.91,30,110,4.37,7.29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ka'Deem Carey,RB,North Carolina State,Pac-12,5,4,117,1,36,3,69,207,4.69,19,115,4.38,7.08,32.5,0,0,0,0,0,0,743,4239,48,77,679,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,565,0,0,0,0,0,0,0
2014,Ryan Carrethers,DT,Small,Sun Belt,7,5,165,1,36,3,73,337,5.47,32,88,4.6,7.89,26,0,0,0,0,0,0,0,0,0,0,0,0,58,138,196,14.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Delone Carter,RB,Syracuse,Big East,12,4,119,1,42,4,69,222,4.54,27,120,4.07,6.92,37,0,0,0,0,0,0,646,3104,24,28,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,James Casey,FB,Small,CUSA,11,5,152,1,25,2,75,246,4.69,28,111,4.48,7,36,0,0,0,0,0,0,102,362,11,157,1914,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,117,0,0,0,0,0,0,0
2010,Jimmy Clausen,QB,Notre Dame,Ind,13,2,48,1,35,3,75,222,4.76,17,116,3.89,6.79,33,1110,695,8148,60,27,137.2,175,-355,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Kaelin Clay,WR,Utah,Pac-12,5,6,184,1,13,1,70,195,4.51,10,113,4.26,6.97,33,0,0,0,0,0,0,4,4,0,43,523,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,548,1,23,346,3,0,0,0,0,0,0
2010,Keenan Clayton,OLB,Oklahoma,Big 12,3,4,121,1,54,4,73,229,4.59,27,124,4.6,7.19,41.5,0,0,0,0,0,0,0,0,0,0,0,0,118,67,185,16,6,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Sammie Coates,WR,Auburn,SEC,1,3,87,1,37,3,73,212,4.43,23,131,4.06,6.98,41,0,0,0,0,0,0,0,0,0,82,1757,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,David Cobb,RB,Minnesota,Big Ten,2,5,138,1,35,4,71,229,4.59,17,121,4.33,7.09,38.5,0,0,0,0,0,0,563,2896,20,34,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Xavier Cooper,DT,Small,Pac-12,5,3,96,1,25,2,75,293,4.86,29,110,4.37,7.23,29,0,0,0,0,0,0,0,0,0,0,0,0,70,52,122,32.5,13,0,0,0,1,2,29,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,Scott Crichton,DE,Oregon State,Pac-12,5,3,72,1,25,2,75,273,4.84,24,108,4.29,7.19,31.5,0,0,0,0,0,0,0,0,0,0,0,0,100,65,165,51,23.5,0,0,0,9,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2018,Dane Cruikshank,S,Arizona,Pac-12,5,5,152,1,25,2,73,206,4.41,25,121,4.24,6.89,38.5,0,0,0,0,0,0,0,0,0,0,0,0,108,26,134,6,1,5,68,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Rennie Curran,OLB,Georgia,SEC,1,3,97,1,37,3,71,235,4.75,25,113,4.7,7.44,34.5,0,0,0,0,0,0,0,0,0,0,0,0,170,128,298,24,6.5,0,0,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,Amara Darboh,WR,Michigan,Big Ten,2,3,106,1,37,3,74,214,4.45,17,124,4.31,6.82,36,0,0,0,0,0,0,2,2,0,151,2062,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0
2016,Kevin Dodd,DE,Clemson,ACC,4,2,33,1,21,3,77,277,4.86,27,116,4.07,6.95,33.5,0,0,0,0,0,0,0,0,0,0,0,0,55,27,82,26.5,12.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,Ryan Donahue,P,Iowa,Big Ten,2,0,0,1,51,4,74,193,4.9,11,101,4.21,7.17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,41.9
2015,Jamil Douglas,OG,Arizona State,Pac-12,5,4,114,1,43,4,76,304,5.25,28,99,4.75,7.99,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Kurtis Drummond,FS,Michigan State,Big Ten,2,0,0,1,52,4,73,208,4.65,15,119,4.33,7.09,39.5,0,0,0,0,0,0,0,0,0,0,0,0,141,92,233,14,1,12,148,1,17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,Parker Ehinger,OT,Cincinnati,American,6,4,105,1,47,4,78,310,5.26,32,97,4.59,7.58,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Duke Ejiofor,DE,Wake Forest,ACC,4,6,177,1,38,4,76,264,4.88,25,131,4.27,7.14,36,0,0,0,0,0,0,0,0,0,0,0,0,80,53,133,43.5,24,1,1,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
