Year,Name,Position,College,Conference,Conference Rank,Round,Pick,AV,Games,Seasons,Height,Weight,40 Yard,Bench,Broad Jump,Shuttle,3 Cone,Vertical,Pass Att,Pass Completions,Pass Yds,Pass TD,Pass Int,Passer Rating,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo Tackles,Ast Tackles,Total Tackles,Tackles for Loss,Sacks,Int,Int Return Yards,Int TD,Pass Deflection,Fumble Recovery,Fumble Return Yards,Fumble TD,Forced Fumbles,PRs,PR Yds,PR TD,KRs,KR Yds,KR TD,XPA,XP%,FGA,FG%,Punts,Punt Avg
2010,Brandon Graham,OLB,Michigan,Big Ten,2,1,13,5.5,46,4,73,268,4.71,31,123,4.2,6.8,37,0,0,0,0,0,0,0,0,0,0,0,0,86,52,138,56,29.5,0,0,0,1,0,0,0,6,0,0,0,2,36,1,0,0,0,0,0,0
2012,Casey Hayward,CB,Vanderbilt,SEC,1,2,62,5.5,50,4,71,192,4.47,19,119,3.9,6.76,34,0,0,0,0,0,0,0,0,0,0,0,0,145,53,198,18,0,15,126,1,3,0,0,0,1,1,11,0,1,12,0,0,0,0,0,0,0
2010,Kareem Jackson,CB,Alabama,SEC,1,1,20,5.5,41,3,70,196,4.4,13,118,4.14,6.92,37.5,0,0,0,0,0,0,0,0,0,0,0,0,106,53,159,8,0,5,164,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
2018,Sony Michel,RB,Georgia,SEC,1,1,31,5.5,47,4,71,214,4.54,22,113,4.21,6.95,38.5,0,0,0,0,0,0,590,3613,33,64,621,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0,0,0,0
2012,Rueben Randle,WR,LSU,SEC,1,2,63,5.5,40,3,75,210,4.55,15,121,4.36,6.99,31,0,0,0,0,0,0,0,0,0,97,1634,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0
2016,D.J. Reader,DT,Clemson,ACC,4,5,166,5.5,25,3,75,327,5.33,30,99,4.71,7.9,29.5,0,0,0,0,0,0,0,0,0,0,0,0,34,38,72,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Bryan Stork,C,Florida State,American,6,4,105,5.5,44,4,76,315,5.44,29,103,4.23,7.44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Danny Trevathan,OLB,Kentucky,SEC,1,6,188,5.5,51,4,72,237,4.84,18,111,4.2,7.19,31.5,0,0,0,0,0,0,0,0,0,0,0,0,198,176,374,32.5,6,4,73,0,8,1,0,0,11,0,0,0,1,10,0,0,0,0,0,0,0
2020,Jordyn Brooks,LB,Small,Big 12,3,1,27,5.5,46,4,72,240,4.54,28,118,4.26,7.02,31.5,0,0,0,0,0,0,0,0,0,0,0,0,224,136,360,32,6.5,2,5,0,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,Ezra Cleveland,OL,Small,MWC,8,2,58,5.5,50,5,78,311,4.93,30,111,4.46,7.26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Kamren Curl,S,Arkansas,SEC,1,7,216,5.5,34,3,73,206,4.6,24,125,4.47,6.96,34.5,0,0,0,0,0,0,0,0,0,0,0,0,105,70,175,4,2,2,22,0,15,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2020,Gabriel Davis,WR,Small,American,6,4,128,5.5,34,3,74,216,4.54,14,124,4.59,7.08,35,0,0,0,0,0,0,0,0,0,152,2447,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Alex Highsmith,DL,Small,CUSA,11,3,102,5.5,39,4,75,248,4.7,21,125,4.31,7.32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Robert Hunt,OL,Small,Sun Belt,7,2,39,5.5,50,5,77,323,4.73,23,117,4.57,7.38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Cesar Ruiz,OL,Michigan,Big Ten,2,1,24,5.5,50,5,75,307,5.08,28,113,4.64,7.91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Andrew Thomas,OL,Georgia,SEC,1,1,4,5.5,50,4,77,315,5.22,21,109,4.66,7.58,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Corey Peters,DT,Kentucky,SEC,1,3,83,5.454545455,49,4,75,300,4.98,28,98,4.76,7.56,33,0,0,0,0,0,0,0,0,0,0,0,0,87,65,152,27,11.5,1,10,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Arik Armstead,DE,Oregon,Pac-12,5,1,17,5.428571429,20,2,79,292,5.06,24,117,4.53,7.57,34,0,0,0,0,0,0,0,0,0,0,0,0,42,45,87,10.5,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Eric Reid,FS,LSU,SEC,1,1,18,5.428571429,39,3,73,213,4.53,17,134,4.22,6.99,40.5,0,0,0,0,0,0,0,0,0,0,0,0,109,90,199,4.5,0,6,104,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,Shaquill Griffin,CB,Small,American,6,3,90,5.4,34,4,72,194,4.38,17,132,4.14,6.87,38.5,0,0,0,0,0,0,0,0,0,0,0,0,79,34,113,3,0,6,168,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Bobby Massie,OT,Mississippi,SEC,1,4,112,5.4,30,4,78,316,5.18,22,103,4.95,7.7,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Cam Robinson,OT,Alabama,SEC,1,2,34,5.4,51,4,78,322,5.15,25,106,4.82,7.81,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Jamaal Williams,RB,Small,Ind,13,4,134,5.4,43,4,72,212,4.59,18,123,4.53,7.25,30,0,0,0,0,0,0,726,3901,35,60,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mike Williams,WR,Syracuse,Big East,12,4,101,5.4,29,3,73,221,4.53,8,116,4.31,6.9,33.5,0,0,0,0,0,0,1,-7,0,133,2044,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Josh Freeman,QB,Kansas State,Big 12,3,1,17,5.375,35,3,78,248,4.9,17,119,4.43,7.11,33.5,1151,680,8078,44,34,124.7,214,343,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Kwon Alexander,OLB,LSU,SEC,1,4,124,5.333333333,25,2,73,227,4.55,24,121,4.2,7.14,36,0,0,0,0,0,0,0,0,0,0,0,0,78,89,167,15,1.5,0,0,0,5,1,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,Giovani Bernard,RB,North Carolina,ACC,4,2,37,5.333333333,23,2,68,202,4.53,19,122,4.12,6.91,33.5,0,0,0,0,0,0,423,2481,25,92,852,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,263,2,0,0,0,0,0,0
2016,Jordan Jenkins,OLB,Georgia,SEC,1,3,83,5.333333333,37,3,75,259,4.8,16,121,4.31,6.9,36.5,0,0,0,0,0,0,0,0,0,0,0,0,107,97,204,39,19,0,0,0,5,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
2014,Avery Williamson,ILB,Kentucky,SEC,1,5,151,5.333333333,48,4,73,246,4.66,25,120,4.07,7.11,30.5,0,0,0,0,0,0,0,0,0,0,0,0,147,149,296,10,4,2,18,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Josh Allen,EDGE,Kentucky,SEC,1,1,7,5.333333333,42,4,77,262,4.63,28,118,4.23,7.15,35,0,0,0,0,0,0,0,0,0,0,0,0,121,99,220,42,31.5,1,14,0,8,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2019,Chris Lindstrom,OL,Small,ACC,4,1,14,5.333333333,50,5,76,308,4.91,25,117,4.54,7.61,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Byron Murphy,CB,Washington,Pac-12,5,2,33,5.333333333,20,2,71,190,4.55,14,120,4.23,6.78,36.5,0,0,0,0,0,0,0,0,0,0,0,0,50,24,74,7,1,6,95,1,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,Vontae Davis,CB,Illinois,Big Ten,2,1,25,5.3,36,3,71,203,4.4,25,125,4.07,6.75,36,0,0,0,0,0,0,0,0,0,0,0,0,139,67,206,13.5,0,7,12,0,0,0,0,0,0,2,31,1,9,215,0,0,0,0,0,0,0
2009,Percy Harvin,WR,Florida,SEC,1,1,22,5.3,36,3,71,192,4.39,19,130,4.27,6.97,41.5,0,0,0,0,0,0,194,1852,19,133,1929,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Trey Flowers,DE,Arkansas,SEC,1,4,101,5.285714286,37,3,74,266,4.93,28,121,4.4,7.34,36.5,0,0,0,0,0,0,0,0,0,0,0,0,97,93,190,47.5,18,1,0,0,13,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,Mark Glowinski,OG,West Virginia,Big 12,3,4,134,5.285714286,50,4,76,307,5.2,31,113,4.58,7.56,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Denzel Perryman,ILB,Miami (FL),ACC,4,2,48,5.285714286,47,4,71,236,4.78,27,113,4.42,7.37,32,0,0,0,0,0,0,0,0,0,0,0,0,240,111,351,27,4.5,2,61,1,8,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
2014,Preston Brown,ILB,Louisville,American,6,3,73,5.25,52,4,73,251,4.86,23,116,4.26,6.98,33,0,0,0,0,0,0,0,0,0,0,0,0,177,120,297,22,7.5,1,3,0,1,2,48,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2011,Torrey Smith,WR,Maryland,ACC,4,2,58,5.25,38,3,73,204,4.41,19,126,4.13,6.72,41,0,0,0,0,0,0,21,66,1,152,2215,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,2983,3,0,0,0,0,0,0
2018,Courtland Sutton,WR,Small,American,6,2,40,5.25,40,4,75,218,4.54,18,124,4.11,6.57,35.5,0,0,0,0,0,0,1,2,1,195,3220,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,0,0,0,0,0,0,0
2018,Levi Wallace,CB,Alabama,SEC,1,0,0,5.25,20,2,72,183,4.63,10,116,4.21,7.01,33,0,0,0,0,0,0,0,0,0,0,0,0,38,21,59,4.5,2,3,66,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,James White,RB,Wisconsin,Big Ten,2,4,130,5.25,52,4,69,204,4.57,23,114,4.2,7.05,32,0,0,0,0,0,0,643,4015,45,73,670,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,750,0,0,0,0,0,0,0
2018,Jordan Whitehead,S,Pittsburgh,ACC,4,4,117,5.25,31,3,71,195,4.49,21,117,4.54,7.1,31.5,0,0,0,0,0,0,0,0,0,0,0,0,162,73,235,8.5,0.5,3,59,1,12,3,22,1,2,0,0,0,1,-1,0,0,0,0,0,0,0
2010,Derrick Morgan,DE,Georgia Tech,ACC,4,1,16,5.222222222,39,3,75,266,4.77,25,112,4.43,7.12,34,0,0,0,0,0,0,0,0,0,0,0,0,74,41,115,29.5,19.5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,Logan Ryan,CB,Rutgers,Big East,12,3,83,5.222222222,37,3,71,191,4.56,14,116,4.06,6.69,32.5,0,0,0,0,0,0,0,0,0,0,0,0,111,59,170,11.5,0.5,7,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Malik Jackson,DE,Tennessee,SEC,1,5,137,5.2,25,2,77,284,4.85,25,105,4.41,7.38,28,0,0,0,0,0,0,0,0,0,0,0,0,52,52,104,22,7.5,1,44,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Reshad Jones,SS,Georgia,SEC,1,5,163,5.2,39,3,73,214,4.51,24,118,4.54,7.43,39.5,0,0,0,0,0,0,0,0,0,0,0,0,129,77,206,10,0,11,174,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0
2017,Marcus Williams,FS,Utah,Pac-12,5,2,42,5.2,34,3,73,202,4.56,14,129,4.2,6.85,43.5,0,0,0,0,0,0,0,0,0,0,0,0,125,63,188,4,0,11,114,0,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,Bennie Logan,DT,LSU,SEC,1,3,67,5.166666667,17,2,74,309,5.08,30,104,4.67,7.53,25,0,0,0,0,0,0,0,0,0,0,0,0,38,69,107,12.5,5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,Kendall Wright,WR,Baylor,Big 12,3,1,20,5.166666667,50,4,70,196,4.49,18,121,4.18,6.93,38.5,0,0,0,0,0,0,75,425,2,302,4004,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,7,42,0,0,0,0,0,0,0
2015,Tevin Coleman,RB,Indiana,Big Ten,2,3,73,5.142857143,33,3,71,206,4.4,22,125,4.6,7.23,36,0,0,0,0,0,0,452,3219,28,54,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,690,1,0,0,0,0,0,0
2009,Brian Hartline,WR,Ohio State,Big Ten,2,4,108,5.142857143,38,3,74,195,4.49,14,120,4.12,6.65,34.5,0,0,0,0,0,0,10,68,0,90,1429,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,251,1,0,0,0,0,0,0
2015,DeVante Parker,WR,Louisville,ACC,4,1,14,5.142857143,42,4,75,209,4.45,17,125,4.43,7.1,36.5,0,0,0,0,0,0,0,0,0,156,2775,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Danny Shelton,DT,Washington,Pac-12,5,1,12,5.142857143,37,3,74,339,5.64,34,95,4.65,7.99,30.5,0,0,0,0,0,0,0,0,0,0,0,0,104,96,200,23.5,10.5,0,0,0,3,4,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0
2016,Kenyan Drake,RB,Alabama,SEC,1,3,73,5.125,41,4,73,210,4.45,10,123,4.21,7.04,34.5,0,0,0,0,0,0,233,1495,18,46,570,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,19,505,1,0,0,0,0,0,0
2011,Marcus Gilbert,OT,Florida,SEC,1,2,63,5.125,48,4,78,330,5.41,30,105,4.6,7.31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Sean Smith,CB,Utah,MWC,8,2,61,5.111111111,39,3,75,214,4.47,10,119,4.15,6.92,34,0,0,0,0,0,0,0,0,0,0,0,0,36,29,65,3,1,9,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Martavis Bryant,WR,Clemson,ACC,4,4,118,5,37,3,76,211,4.42,16,124,4.15,7.18,39,0,0,0,0,0,0,1,17,0,61,1354,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,291,0,0,0,0,0,0,0
2017,Kendell Beckwith,ILB,LSU,SEC,1,3,107,5,44,4,74,243,4.66,20,128,4.18,6.72,38.5,0,0,0,0,0,0,0,0,0,0,0,0,124,139,263,24.5,7.5,1,29,1,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,Bashaud Breeland,CB,Clemson,ACC,4,4,102,5,27,2,71,197,4.62,11,123,4.33,7.04,34.5,0,0,0,0,0,0,0,0,0,0,0,0,101,35,136,8.5,3,6,142,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,Jayon Brown,ILB,UCLA,Pac-12,5,5,155,5,33,4,72,231,4.7,17,120,4.07,6.85,31.5,0,0,0,0,0,0,0,0,0,0,0,0,135,87,222,9,3,3,32,0,12,4,0,0,1,0,0,0,5,42,0,0,0,0,0,0,0
2015,Jamison Crowder,WR,Small,ACC,4,4,105,5,52,4,68,185,4.56,10,115,4.32,7.17,37,0,0,0,0,0,0,21,135,1,283,3641,23,0,0,0,0,0,0,0,0,0,0,0,0,0,44,930,0,65,869,5,0,0,0,0,0,0
2015,Tyeler Davison,DT,Fresno State,MWC,8,5,154,5,38,3,74,316,5.18,32,105,4.46,7.53,33,0,0,0,0,0,0,0,0,0,0,0,0,92,64,156,25,13.5,0,0,0,3,2,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2011,Brandon Fusco,C,Small,Unknown,13,6,172,5,47,4,76,306,5.18,26,108,4.43,7.29,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Tyson Jackson,DE,LSU,SEC,1,1,3,5,53,4,76,296,4.94,25,102,4.8,7.64,28.5,0,0,0,0,0,0,0,0,0,0,0,0,52,69,121,26.5,17,1,0,0,14,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,John Miller,OG,Louisville,American,6,3,81,5,47,4,74,303,5.33,29,104,4.75,8.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Haason Reddick,OLB,Temple,American,6,1,13,5,42,4,73,237,4.52,24,133,4.37,7.01,36.5,0,0,0,0,0,0,0,0,0,0,0,0,99,50,149,47,17.5,1,5,0,5,2,0,0,4,0,0,0,1,17,0,0,0,0,0,0,0
2012,Trent Richardson,RB,Alabama,SEC,1,1,3,5,38,3,69,228,4.48,23,102,4.46,7.4,29,0,0,0,0,0,0,540,3130,35,68,730,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,720,1,0,0,0,0,0,0
2017,Chase Roullier,C,Small,MWC,8,6,199,5,51,4,76,312,5.54,19,97,4.47,7.6,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Travis Swanson,C,Arkansas,SEC,1,3,76,5,37,3,77,312,5.28,20,95,4.65,7.73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Phil Taylor,DT,Baylor,Big 12,3,1,21,5,25,2,75,334,5.09,31,100,4.77,7.75,29.5,0,0,0,0,0,0,0,0,0,0,0,0,46,41,87,9.5,2.5,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Courtney Upshaw,DE,Alabama,SEC,1,2,35,5,53,4,74,272,4.74,22,110,4.39,7.24,36,0,0,0,0,0,0,0,0,0,0,0,0,88,53,141,36.5,17.5,1,45,1,4,2,45,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2013,Kenny Vaccaro,FS,Texas,Big 12,3,1,15,5,50,4,72,214,4.63,15,121,4.06,6.78,38,0,0,0,0,0,0,0,0,0,0,0,0,158,73,231,14,2,5,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Marquez Valdes-Scantling,WR,South Florida,American,6,0,0,5,39,4,76,206,4.37,15,124,4.2,6.78,30.5,0,0,0,0,0,0,10,112,1,75,1294,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0
2013,Terrance Williams,WR,Baylor,Big 12,3,3,74,5,51,4,74,208,4.52,11,119,4.32,7.01,32.5,0,0,0,0,0,0,3,17,0,202,3334,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,162,0,53,1180,0,0,0,0,0,0,0
2021,Baron Browning,LB,Ohio St.,Big Ten,2,3,105,5,32,4,74,245,4.58,23,130,4.23,6.78,40,0,0,0,0,0,0,0,0,0,0,0,0,65,44,109,19,7,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,Tyson Campbell,DB,Georgia,SEC,1,2,33,5,31,3,73,193,4.4,12,124,4.45,7.15,34.5,0,0,0,0,0,0,0,0,0,0,0,0,58,31,89,3.5,1,1,40,0,10,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Divine Deablo,DB,Small,ACC,4,3,80,5,41,5,75,226,4.42,19,126,4.4,7.12,34,0,0,0,0,0,0,0,0,0,0,0,0,117,89,206,12.5,0.5,6,5,0,11,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2019,T.J. Edwards,LB,Wisconsin,Big Ten,2,0,0,5,53,4,72,230,4.83,16,113,4.43,7.09,35.5,0,0,0,0,0,0,0,0,0,0,0,0,215,151,366,37.5,8,10,94,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Noah Fant,TE,Iowa,Big Ten,2,1,20,5,30,3,76,249,4.5,20,127,4.22,6.81,39.5,0,0,0,0,0,0,4,0,0,78,1083,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jordan Fuller,S,Ohio State,Big Ten,2,6,199,5,45,4,74,203,4.67,12,122,4.27,7.03,35.5,0,0,0,0,0,0,0,0,0,0,0,0,161,55,216,5,0,5,81,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Kenneth Gainwell,RB,Small,American,6,5,150,5,18,2,72,201,4.42,21,117,4.44,6.94,38,0,0,0,0,0,0,235,1550,14,57,662,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jeff Gladney,CB,TCU,Big 12,3,1,31,5,44,4,70,191,4.48,17,124,4.21,7.26,37.5,0,0,0,0,0,0,0,0,0,0,0,0,107,39,146,6,1.5,5,128,0,37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Kendrick Green,OL,Small,Big Ten,2,3,87,5,27,2,73,305,4.89,25,119,4.67,7.79,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Dre Greenlaw,LB,Arkansas,SEC,1,5,148,5,40,4,71,237,4.76,24,117,4.75,7.45,33,0,0,0,0,0,0,0,0,0,0,0,0,159,162,321,13,4,3,8,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2021,Chuba Hubbard,RB,Small,Big 12,3,4,126,5,33,3,72,210,4.48,20,120,4.26,7.24,36,0,0,0,0,0,0,585,3459,33,53,479,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,552,0,0,0,0,0,0,0
2020,Van Jefferson,WR,Florida,SEC,1,2,57,5,45,4,73,200,4.81,17,128,4.53,7.08,35,0,0,0,0,0,0,1,7,0,84,1160,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0
2020,Jerry Jeudy,WR,Alabama,SEC,1,1,15,5,36,3,73,193,4.45,8,120,4.53,7.25,35,0,0,0,0,0,0,1,1,0,159,2742,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jaylon Johnson,CB,Utah,Pac-12,5,2,50,5,37,3,72,193,4.5,15,124,4.13,7.01,36.5,0,0,0,0,0,0,0,0,0,0,0,0,88,14,102,3,1,7,165,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Trevon Moehrig,S,TCU,Big 12,3,2,43,5,33,3,73,212,4.5,14,118,4.19,7.21,33,0,0,0,0,0,0,0,0,0,0,0,0,85,39,124,4.5,0,7,90,0,21,1,0,0,2,0,0,0,2,13,0,0,0,0,0,0,0
2021,Rondale Moore,WR,Small,Big Ten,2,2,49,5,20,3,67,180,4.28,16,135,4.06,6.65,42.5,0,0,0,0,0,0,30,248,3,178,1915,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,118,0,42,813,0,0,0,0,0,0,0
2020,Kenneth Murray,LB,Oklahoma,Big 12,3,1,23,5,40,3,74,241,4.52,21,129,4.41,6.96,38,0,0,0,0,0,0,0,0,0,0,0,0,176,149,325,36.5,9.5,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Bobby Okereke,LB,Stanford,Pac-12,5,3,89,5,44,4,73,239,4.58,24,122,4.26,7.25,33.5,0,0,0,0,0,0,0,0,0,0,0,0,122,105,227,20,10.5,1,52,1,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,Jaelan Phillips,DL,Small,ACC,4,1,18,5,40,4,77,260,4.56,21,125,4.5,7.37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Tony Pollard,RB,Small,American,6,4,128,5,40,3,72,210,4.52,13,121,4.38,7.13,35,0,0,0,0,0,0,139,941,9,104,1292,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,87,2616,7,0,0,0,0,0,0
2021,Rhamondre Stevenson,RB,Oklahoma,Big 12,3,4,120,5,19,2,71,231,4.64,15,112,4.15,7.09,31.5,0,0,0,0,0,0,165,1180,13,28,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Alijah Vera-Tucker,OL,USC,Pac-12,5,1,14,5,44,5,76,308,5.05,36,106,4.7,7.67,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Pete Werner,LB,Ohio St.,Big Ten,2,2,60,5,39,4,74,238,4.58,20,122,4.38,6.95,39.5,0,0,0,0,0,0,0,0,0,0,0,0,111,74,185,16,4,0,0,0,13,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2020,Logan Wilson,LB,Small,MWC,8,3,65,5,50,4,74,241,4.63,21,121,4.27,7.07,32,0,0,0,0,0,0,0,0,0,0,0,0,249,160,409,34.5,7,10,154,2,14,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2021,Marco Wilson,CB,Florida,SEC,1,4,136,5,32,4,71,191,4.37,26,136,4.13,6.8,43.5,0,0,0,0,0,0,0,0,0,0,0,0,65,34,99,2.5,0,3,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
